Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Class
84,0,88,0,0,3,4,88,84,5
105,1,107,4,70,0,1,37,36,5
102,0,103,0,70,-22,1,33,32,5
81,0,86,6,-40,6,5,127,122,5
101,0,102,0,72,13,1,29,28,5
79,0,83,0,-40,-20,4,125,120,5
77,0,81,0,-40,2,4,123,118,5
81,0,85,0,-12,0,4,98,94,5
84,0,87,-6,0,2,3,87,84,5
84,0,86,-3,-2,0,3,89,86,5
102,0,102,0,70,-4,1,33,32,5
71,1,75,0,-42,-7,4,119,114,5
84,4,87,0,-4,0,3,92,88,5
85,0,89,1,2,0,4,86,82,5
77,-1,81,0,-40,24,4,123,118,5
81,5,84,0,-12,21,3,97,94,5
103,4,104,0,70,0,1,34,34,5
80,-2,84,2,-36,0,5,121,116,5
85,0,88,0,0,-21,3,88,86,5
78,0,81,-5,-40,0,4,123,120,5
104,6,105,8,70,0,1,35,34,5
81,0,84,0,-14,6,3,100,96,5
84,0,88,1,0,0,3,88,84,5
85,0,88,1,6,1,3,83,80,5
76,0,81,-3,-42,-13,5,125,120,5
82,2,86,0,-22,10,4,109,106,5
81,0,85,0,-40,8,4,126,122,5
80,0,84,0,-42,-11,4,128,124,5
84,5,87,7,-4,0,3,92,88,5
82,1,86,0,-22,0,4,109,106,5
104,3,105,-1,70,0,1,35,34,5
85,0,89,0,6,19,4,84,80,5
80,0,84,-7,-20,1,4,105,100,5
76,0,81,0,-42,-16,5,125,120,5
84,-3,88,3,-2,0,4,91,88,5
81,0,84,0,-14,23,3,100,96,5
77,-1,81,0,-42,0,4,125,120,5
85,-1,89,0,2,-3,4,86,82,5
79,5,83,0,-42,-22,4,126,122,5
81,2,84,0,-14,-5,3,99,96,5
104,1,106,3,72,2,1,33,32,5
102,5,104,4,70,-2,1,34,32,5
103,2,104,4,70,0,1,35,34,5
81,0,84,0,-20,-15,4,105,102,5
79,0,83,5,-42,0,5,127,122,5
83,0,86,0,-6,-11,3,94,90,5
80,-5,84,-6,-40,1,4,126,122,5
106,4,107,0,70,0,1,37,36,5
102,0,103,1,70,-5,1,33,32,5
85,0,88,-23,0,0,3,88,84,5
102,1,104,9,70,-22,2,34,32,5
77,-2,81,0,-40,58,4,123,118,5
82,0,86,0,-2,18,3,88,84,5
105,3,107,9,70,0,1,37,36,5
104,0,106,-2,70,-3,1,36,34,5
79,-1,83,0,-30,-3,4,114,110,5
107,0,108,-6,70,-19,1,38,36,5
83,0,86,-5,-2,24,3,88,86,5
82,0,86,0,-2,9,3,88,84,5
76,0,81,4,-42,0,5,125,120,5
79,-8,83,-4,-100,-572,4,184,180,5
105,6,106,1,70,0,1,36,34,5
102,-1,103,0,70,-12,1,33,32,5
84,0,88,7,0,0,4,88,84,5
76,0,80,-3,-40,25,4,121,116,5
104,-1,105,0,70,0,1,35,34,5
80,0,84,0,-32,1,4,117,114,5
79,-4,83,-6,-40,6,4,124,120,5
85,0,88,0,0,-4,3,88,86,5
82,0,86,4,-12,0,4,99,94,5
107,0,108,1,72,8,1,36,34,5
81,0,84,0,-18,-27,3,103,100,5
76,6,81,0,-40,13,4,122,118,5
71,-2,74,-9,-40,14,4,116,112,5
101,0,102,0,72,59,1,30,28,5
79,6,83,0,-40,7,4,125,120,5
81,4,84,0,-20,0,4,105,102,5
105,0,106,-2,72,5,1,34,34,5
106,5,108,2,70,0,1,38,36,5
83,0,86,-3,-2,21,3,88,86,5
81,0,84,-6,-14,0,3,99,96,5
103,0,104,5,70,0,1,35,34,5
85,0,88,2,2,0,3,86,82,5
85,4,88,0,2,0,3,85,82,5
84,0,88,6,0,0,4,88,84,5
77,2,81,0,-42,0,4,125,122,5
82,0,85,0,-10,-13,3,95,92,5
107,1,108,2,72,6,1,36,34,5
81,0,86,0,-22,25,4,109,104,5
82,0,85,-1,-2,6,3,88,84,5
107,0,108,0,72,10,1,36,34,5
85,-2,88,0,2,-16,3,86,82,5
79,0,83,-3,-46,0,4,129,126,5
80,3,84,0,-40,5,4,126,122,5
82,0,85,-5,-6,1,3,93,90,5
105,1,106,0,70,0,1,36,36,5
85,0,89,8,2,0,4,86,82,5
105,2,106,3,70,0,1,36,36,5
85,-1,89,0,6,19,4,84,80,5
85,0,89,0,6,20,4,84,80,5
82,-1,86,0,-40,0,5,128,124,5
78,-5,82,0,-46,0,4,128,124,5
103,0,104,-1,70,0,1,34,34,5
106,5,108,3,72,8,1,35,34,5
76,0,80,-7,-40,0,4,121,118,5
79,0,83,0,-46,-1,4,130,126,5
105,4,107,7,72,4,1,35,34,5
102,0,103,1,72,19,1,31,30,5
81,0,84,-6,-22,0,3,108,104,5
78,0,82,-7,-40,1,4,123,120,5
101,0,102,0,70,-7,1,33,32,5
86,3,89,0,6,-15,3,84,80,5
102,0,103,7,70,-20,1,33,32,5
80,0,84,0,-14,0,4,99,96,5
79,-3,83,0,-40,0,4,125,120,5
84,-3,88,0,2,0,3,85,82,5
74,-12,78,-13,-40,3,4,119,116,5
80,-2,84,0,-20,0,4,105,100,5
84,0,88,-1,-2,-9,3,90,88,5
102,0,103,0,70,-12,1,33,32,5
81,0,84,0,-14,4,4,100,96,5
81,4,85,0,-24,0,4,111,108,5
80,0,84,-2,-42,0,4,128,124,5
80,2,84,0,-38,0,4,123,118,5
79,0,83,0,-46,-17,4,130,126,5
80,0,84,0,-32,3,4,117,114,5
103,1,104,0,70,0,1,35,34,5
101,0,102,0,70,-26,1,32,32,5
77,0,81,0,-40,12,4,123,118,5
85,0,89,0,2,-8,4,86,82,5
80,-5,84,0,-20,0,4,105,100,5
102,0,102,-2,72,18,1,30,30,5
102,0,103,-1,72,20,1,31,30,5
83,1,86,2,-6,0,4,94,90,5
85,0,88,7,0,0,3,88,84,5
105,-1,107,-4,70,-5,1,37,36,5
105,-3,107,-6,70,0,2,37,36,5
105,0,106,-2,70,0,1,36,34,5
79,0,83,0,-32,-24,4,117,112,5
77,6,81,5,-40,15,4,123,118,5
75,5,79,5,-42,0,4,123,120,5
85,0,88,-6,6,3,3,83,80,5
76,-3,81,0,-40,18,5,122,116,5
101,2,102,0,72,16,1,29,28,5
80,0,84,0,-24,31,4,110,106,5
104,0,106,0,70,-21,1,36,34,5
83,0,87,0,-42,-24,4,131,126,5
102,2,102,0,70,0,1,33,32,5
107,4,108,-1,70,-1,1,38,36,5
83,0,86,-2,-4,1,3,92,88,5
104,1,106,1,70,0,1,36,34,5
85,0,88,-2,6,26,3,83,80,5
86,5,89,0,6,-23,3,84,80,5
79,0,83,0,-46,-7,4,130,126,5
107,4,108,8,72,1,1,36,34,5
79,0,83,0,-38,10,4,122,118,5
102,0,103,0,70,-8,1,33,32,5
81,0,85,0,-24,-6,4,111,108,5
84,3,87,3,-4,0,3,92,88,5
81,0,84,0,-18,-26,3,103,100,5
108,-1,109,0,72,8,1,36,36,5
79,0,83,0,-42,0,4,126,122,5
78,0,82,-6,-46,0,4,128,124,5
79,0,83,-6,-32,-17,4,117,112,5
79,0,83,0,-40,2,4,124,120,5
85,0,89,4,2,0,4,86,82,5
82,0,86,0,-10,0,4,96,92,5
85,2,88,0,0,0,3,88,84,5
104,0,104,-3,70,0,1,35,34,5
82,-4,86,-1,-40,0,5,128,124,5
80,0,84,0,-32,24,4,117,114,5
81,0,84,0,-12,10,3,97,94,5
78,0,81,-7,-40,0,4,123,120,5
82,5,86,0,-22,16,4,109,106,5
106,-1,107,-1,72,5,1,35,34,5
82,-2,86,0,-4,-7,3,91,88,5
85,0,88,2,6,3,3,83,80,5
102,0,103,4,70,-9,1,33,32,5
79,0,84,4,-42,-10,4,128,124,5
85,0,88,0,0,-29,3,88,86,5
76,0,81,0,-42,-7,5,125,120,5
82,5,86,8,-40,1,5,128,124,5
81,-5,85,-1,-42,-30,4,129,124,5
102,0,103,0,72,21,1,31,30,5
80,-1,84,-5,-36,0,4,120,116,5
82,0,86,0,-22,3,4,109,106,5
116,602,106,-1,30,29,-10,75,84,5
102,5,103,4,70,-22,1,33,32,5
101,0,102,0,72,4122,1,30,28,5
103,2,104,5,70,0,1,35,34,5
102,0,104,0,70,-17,1,34,32,5
101,1,102,6,72,10,1,30,28,5
105,-5,106,0,70,0,2,36,34,5
103,3,104,-1,70,-1,1,35,34,5
85,0,88,0,2,-15,3,86,82,5
102,0,103,3,70,-2,1,33,32,5
103,5,104,2,70,0,1,35,34,5
102,2,102,0,70,-5,1,33,32,5
104,5,105,0,72,6,1,33,32,5
83,0,86,0,-4,17,3,92,88,5
102,0,103,2,70,-6,1,33,32,5
101,0,102,0,72,2,1,30,28,5
85,0,88,0,2,-28,3,86,82,5
84,-2,88,-4,0,22,3,88,84,5
77,0,81,-5,-40,0,4,122,118,5
77,0,81,-7,-40,0,4,122,118,5
85,-6,89,0,8,0,4,81,78,5
81,0,86,5,-24,-1,4,112,108,5
79,0,83,-5,-40,0,4,125,120,5
108,-3,109,0,72,6,1,36,36,5
84,1,87,0,-2,0,3,90,86,5
81,0,84,8,-12,23,4,97,94,5
79,0,83,0,-28,5,4,112,108,5
81,0,84,5,-12,21,4,97,94,5
102,-3,103,-7,72,22,1,31,30,5
84,-4,88,0,6,0,5,83,78,5
81,0,85,0,-40,10,4,126,122,5
101,0,102,-2,72,-2,1,29,28,5
82,-3,86,0,-2,4,4,88,84,5
84,0,88,0,0,20,3,88,84,5
83,-3,86,-2,-4,0,3,92,88,5
103,0,104,-2,70,0,1,34,34,5
79,0,83,0,-30,2,4,114,110,5
81,1,86,0,-42,-28,4,130,126,5
105,-1,106,-1,72,1,1,33,32,5
85,0,88,0,0,28,3,88,84,5
85,0,89,1,2,-13,4,86,82,5
101,0,102,0,72,1185,1,30,28,5
79,5,83,0,-30,-4,4,114,110,5
77,0,81,0,-40,8,4,123,118,5
101,0,102,0,72,14,1,29,28,5
78,0,82,-5,-46,0,4,128,124,5
105,2,107,5,72,2,1,35,34,5
104,2,106,5,70,0,1,36,34,5
75,4,79,1,-42,0,4,123,118,5
107,0,108,-3,72,10,1,35,34,5
105,0,106,-4,70,0,1,36,36,5
85,0,88,-3,2,0,3,86,82,5
81,0,84,0,-20,15,4,105,102,5
85,0,88,0,0,-25,3,88,86,5
76,0,81,0,-42,-2,5,125,120,5
102,0,103,0,70,-23,1,33,32,5
82,-4,87,0,-40,0,5,128,124,5
71,1,75,0,-40,26,4,116,112,5
105,-1,106,0,72,2,1,34,32,5
105,-1,106,0,72,3,1,34,32,5
105,0,106,8,70,0,2,36,34,5
76,0,81,0,-40,0,5,122,118,5
81,0,84,0,-20,13,4,105,102,5
85,0,88,4,6,1,3,83,80,5
85,0,88,0,0,-28,3,88,86,5
103,-1,104,-3,70,-23,1,34,34,5
82,0,86,0,-2,7,3,88,84,5
82,3,86,5,-40,0,5,128,124,5
79,0,83,0,-38,21,4,122,118,5
86,3,89,0,8,6,3,81,78,5
79,-5,84,0,-32,0,4,117,112,5
108,1,109,0,72,3,1,36,36,5
79,3,84,5,-40,3,4,125,120,5
82,1,86,0,-10,2,3,96,92,5
79,-1,83,0,-40,0,4,125,120,5
80,-1,84,1,-36,15,5,121,116,5
107,0,108,-4,70,0,1,38,36,5
84,0,88,0,2,0,3,85,82,5
81,1,86,0,-40,2,4,127,122,5
85,0,89,0,2,-9,4,86,82,5
79,-2,84,0,-40,19,4,125,120,5
84,0,88,0,0,7,3,88,84,5
84,0,88,0,6,0,5,83,78,5
82,0,86,0,-42,-19,4,130,126,5
80,0,84,4,-20,0,4,105,100,5
83,-4,87,0,-4,0,4,92,88,5
85,0,89,0,2,-7,4,86,82,5
102,5,102,0,70,0,1,33,32,5
104,-5,105,-3,70,0,1,35,34,5
84,1,88,5,0,0,3,88,84,5
79,0,83,0,-38,23,4,122,118,5
79,0,83,0,-42,29,4,127,122,5
80,3,84,6,-28,0,4,112,108,5
79,0,83,4,-42,-19,5,127,122,5
102,5,102,1,70,-16,1,33,32,5
79,0,83,0,-28,18,4,112,108,5
102,3,102,0,70,0,1,33,32,5
82,-2,86,-7,-40,0,4,128,124,5
80,0,84,8,-42,0,5,128,124,5
103,7,104,1,72,7,1,31,30,5
82,0,85,-5,-10,0,3,95,92,5
82,0,87,7,-40,6,5,128,124,5
85,0,88,-7,2,1,3,85,82,5
81,0,84,0,-14,-1,3,99,96,5
83,0,86,0,-4,-14,4,92,88,5
85,0,88,-5,2,-11,3,86,82,5
84,-1,88,-3,-2,-10,3,90,88,5
104,-1,106,0,70,0,1,36,34,5
85,0,88,0,0,-27,3,88,86,5
101,1,102,3,70,-25,1,33,32,5
79,0,84,2,-32,-22,4,117,112,5
78,1,81,0,-40,0,4,123,120,5
105,3,106,3,70,-27,1,36,36,5
81,0,84,0,-14,19,3,100,96,5
104,-5,105,-3,72,11,1,33,32,5
107,0,108,-1,72,5,1,35,34,5
102,0,102,-3,70,-13,1,33,32,5
101,0,102,0,70,-1,1,33,32,5
82,0,87,1,-40,3,5,128,124,5
107,0,108,0,72,7,1,36,34,5
102,0,103,0,72,13,1,31,30,5
82,0,87,0,-40,1,5,128,124,5
80,0,84,0,-36,-17,4,120,116,5
85,-4,88,0,6,5,3,83,80,5
85,0,88,0,0,-24,3,88,86,5
105,-7,107,-3,70,0,2,37,34,5
81,0,85,-2,-24,-4,4,111,108,5
83,0,86,-7,-2,24,3,88,86,5
79,1,83,0,-46,0,4,130,126,5
102,0,102,0,72,29,1,30,30,5
81,0,85,0,-40,6,4,126,122,5
75,6,79,2,-42,0,4,123,118,5
106,3,108,1,70,0,1,38,36,5
83,0,86,0,-4,3,3,92,88,5
105,1,106,1,70,0,1,36,36,5
78,0,81,0,-40,346,4,123,120,5
105,2,106,2,70,0,1,36,36,5
101,1,102,3,70,-20,1,33,32,5
80,0,84,-3,-36,0,4,120,116,5
80,4,84,-7,-36,0,4,120,116,5
83,0,86,-2,-6,-22,3,94,90,5
103,2,104,3,70,0,1,35,34,5
71,4,75,1,-42,-18,4,119,114,5
79,0,83,0,-40,0,4,124,120,5
79,-4,84,0,-32,0,4,117,112,5
84,5,89,0,6,-12,5,84,80,5
81,5,84,0,-12,18,3,97,94,5
80,1,84,0,-28,-8,4,112,108,5
85,-4,88,0,2,2,3,86,82,5
82,0,86,0,-10,21,3,96,92,5
105,0,106,-1,70,-2,1,36,36,5
80,0,84,5,-20,1,4,105,100,5
107,1,108,3,70,-30,1,38,36,5
82,1,86,3,-40,5,5,128,124,5
85,-1,88,0,2,-8,3,86,82,5
81,5,84,0,-18,0,3,103,100,5
106,-2,108,0,72,6,1,35,34,5
102,0,103,3,70,-1,1,33,32,5
83,-1,86,-1,-4,0,3,92,88,5
78,4,82,0,-42,0,4,126,122,5
82,-3,86,0,-2,6,4,88,84,5
104,2,105,2,72,4,1,33,32,5
101,0,102,0,72,8,1,30,28,5
81,0,84,0,-18,-28,3,103,100,5
104,1,105,3,70,0,1,35,34,5
85,0,88,0,2,-22,3,86,82,5
79,-1,83,0,-32,106,4,117,112,5
81,0,86,0,-24,-12,4,112,108,5
84,0,86,-7,-4,0,3,92,88,5
85,0,89,0,2,-5,4,86,82,5
79,0,83,0,-40,-25,4,125,120,5
85,0,88,0,2,9,3,86,82,5
106,-1,108,-1,70,-1,1,38,36,5
102,3,103,1,70,-3,1,33,32,5
82,-1,86,-6,-40,0,4,128,124,5
85,0,88,0,2,17,3,86,82,5
102,0,102,-4,70,-2,1,33,32,5
104,0,105,-7,70,0,1,35,34,5
82,5,86,0,-40,5,4,128,124,5
104,-2,105,-1,72,17,1,33,32,5
84,0,88,0,-2,-9,3,90,88,5
80,0,84,0,-24,13,4,110,106,5
79,-5,83,-7,-42,-30,4,126,122,5
80,1,84,-1,-36,2,4,121,116,5
107,1,108,0,72,2,1,36,34,5
82,0,86,0,-10,19,3,96,92,5
85,0,88,0,6,19,3,83,80,5
76,-4,81,0,-40,0,5,122,118,5
84,-3,87,0,0,0,3,87,84,5
81,-4,85,0,-22,0,4,108,104,5
85,0,88,0,2,8,3,86,82,5
80,-4,84,-2,-36,4,5,121,116,5
107,1,108,0,72,1,1,36,34,5
78,0,81,0,-40,447,4,123,120,5
82,1,86,1,-40,2,5,128,124,5
80,0,84,-3,-20,1,4,105,100,5
84,4,87,0,-2,0,3,90,86,5
84,-2,87,0,0,0,3,87,84,5
85,0,88,0,2,14,3,86,82,5
104,3,106,5,72,3,1,33,32,5
79,0,83,1,-40,17,5,125,120,5
79,1,83,0,-42,-18,4,126,122,5
81,1,85,0,-24,0,4,111,108,5
84,-1,87,-3,0,20,3,87,84,5
101,0,102,0,72,552,1,30,28,5
79,4,83,0,-42,0,4,127,122,5
85,-1,88,0,2,5,3,86,82,5
103,0,104,8,70,0,1,35,34,5
102,0,103,0,72,16,1,31,30,5
85,0,88,1,6,0,3,83,80,5
85,0,88,-1,6,-5,3,83,80,5
102,3,104,3,72,15,1,31,30,5
83,0,86,2,-6,0,4,94,90,5
102,0,102,-7,72,31,1,30,30,5
105,0,106,0,72,1,1,34,34,5
102,0,102,-7,70,-9,1,33,32,5
116,1294,106,-1,30,36,-10,75,84,5
76,-1,81,0,-42,-2,5,125,120,5
84,-1,88,1,-2,0,4,90,86,5
81,-4,85,-1,-40,6,4,126,122,5
83,0,86,0,-2,17,3,89,86,5
81,0,84,0,-12,27,3,97,94,5
102,0,103,0,70,-10,1,33,32,5
101,0,102,0,70,-5,1,33,32,5
76,0,80,-2,-40,0,4,121,118,5
81,0,84,0,-20,8,4,105,102,5
81,2,84,0,-24,0,4,110,106,5
79,0,83,0,-30,-16,4,114,110,5
81,3,84,0,-14,-3,3,99,96,5
76,1,80,0,-42,0,4,124,120,5
106,0,108,1,70,0,2,38,36,5
81,2,84,0,-14,-17,3,100,96,5
103,3,104,6,70,0,1,35,34,5
82,0,85,0,-6,14,3,93,90,5
85,0,88,0,2,-20,3,86,82,5
78,1,82,0,-40,11,4,123,120,5
101,0,102,0,72,3,1,30,28,5
83,-5,86,-6,-4,0,3,92,88,5
82,5,85,0,-12,0,3,98,94,5
81,0,86,0,-40,3,4,127,122,5
80,1,84,0,-42,0,4,128,124,5
72,6,76,4,-42,-6,4,120,116,5
106,3,108,0,70,0,1,38,36,5
81,0,84,0,-12,2,3,97,94,5
105,0,106,0,70,0,1,36,36,5
80,4,84,0,-42,0,4,128,124,5
80,0,84,0,-28,0,4,112,108,5
79,-1,83,-3,-40,10,4,125,120,5
81,0,84,0,-14,-8,3,99,96,5
107,2,108,3,72,0,1,36,34,5
76,2,81,0,-40,0,4,122,118,5
82,0,86,-1,-12,-19,3,99,96,5
81,0,84,-2,-14,0,3,99,96,5
79,0,84,2,-42,-4,4,128,124,5
80,3,84,-6,-36,0,4,120,116,5
76,0,80,-5,-40,0,4,121,118,5
108,-4,109,0,72,8,1,36,36,5
84,0,88,0,-2,-15,3,90,88,5
78,0,82,1,-42,0,4,126,122,5
81,0,85,2,-22,0,4,108,104,5
79,0,83,0,-40,-8,4,125,120,5
82,0,85,0,-6,6,3,93,90,5
81,0,84,0,-14,5,4,100,96,5
102,-2,103,-6,72,17,1,31,30,5
78,1,82,0,-42,0,4,126,122,5
85,0,88,-587,0,0,3,88,84,5
106,4,108,1,70,0,1,38,36,5
105,1,106,0,70,-2,1,36,36,5
81,0,84,0,-14,7,3,100,96,5
85,0,88,0,6,-1,3,83,80,5
106,0,107,-1,72,3,1,35,34,5
81,0,84,5,-14,0,4,100,96,5
104,5,105,6,70,0,1,35,34,5
79,0,83,0,-32,-21,4,117,112,5
83,1,86,0,-4,-12,3,92,88,5
85,0,88,0,-2,-5,3,91,88,5
104,3,105,4,72,6,1,33,32,5
80,0,84,-4,-20,0,4,105,100,5
84,0,88,-1,6,-4,4,83,78,5
104,-1,106,0,72,5,1,33,32,5
79,0,83,0,-46,-14,4,130,126,5
76,0,80,-7,-42,-11,4,124,120,5
79,0,83,-2,-40,6,4,125,120,5
80,0,85,1,-42,-28,5,129,124,5
103,5,104,0,70,0,1,34,34,5
77,0,81,-6,-40,0,4,122,118,5
85,0,88,2,0,0,3,88,84,5
102,4,102,0,70,0,1,33,32,5
81,1,84,0,-12,16,3,97,94,5
79,-1,83,-5,-40,0,4,125,120,5
123,1409,105,1,36,-5,-18,69,86,5
82,0,86,0,-4,-19,3,91,88,5
81,-3,84,0,-14,0,4,100,96,5
79,-2,83,-1,-32,165,4,117,112,5
80,0,84,0,-24,1,4,110,106,5
104,1,106,2,70,0,1,36,34,5
80,0,84,-5,-36,0,4,120,116,5
85,0,88,0,-2,-3,3,91,88,5
76,0,80,0,-40,0,4,121,116,5
79,-3,83,0,-30,0,4,114,110,5
84,0,87,0,0,1,3,87,84,5
102,0,103,0,70,-11,1,33,32,5
103,-3,104,-2,70,-15,1,35,34,5
85,0,88,5,2,0,3,86,82,5
80,4,84,1,-40,7,4,125,122,5
83,0,86,0,-4,6,3,92,88,5
105,0,106,4,70,0,2,36,34,5
82,0,85,0,-10,-26,3,95,92,5
80,0,84,3,-38,-11,5,123,118,5
83,0,87,0,-40,2,4,128,124,5
81,0,84,-1,-20,-20,4,105,102,5
101,-2,102,0,70,-3,1,33,32,5
79,0,83,0,-40,2,4,125,120,5
81,0,86,8,-24,-2,4,112,108,5
77,3,81,0,-42,0,4,125,120,5
105,3,106,1,72,31,1,34,32,5
81,0,84,-1,-20,-16,4,105,102,5
85,0,88,-3,0,0,3,88,84,5
107,0,108,0,70,-29,1,38,36,5
102,3,103,3,72,11,1,31,30,5
80,0,84,-6,-42,0,4,128,124,5
79,0,84,0,-32,-35,4,117,112,5
82,-5,86,-2,-40,0,5,128,124,5
83,0,87,8,-4,0,4,92,88,5
85,-2,89,0,2,-2,4,86,82,5
81,0,84,0,-22,-10,3,108,104,5
85,0,89,0,2,-12,4,86,82,5
84,0,88,-2,6,-6,4,83,78,5
79,-2,84,0,-40,16,4,125,120,5
84,5,89,0,6,-12,5,84,78,5
79,1,84,2,-40,1,4,125,120,5
85,0,88,0,6,10,3,83,80,5
85,-1,89,0,2,-6,4,86,82,5
82,0,85,0,-6,17,3,93,90,5
101,-4,102,-6,72,0,1,29,28,5
104,3,105,0,70,0,1,35,34,5
82,0,86,0,-12,-15,3,99,96,5
71,-10,76,-7,-40,3,5,117,112,5
84,0,88,0,6,0,4,83,78,5
105,0,106,-1,72,0,1,33,32,5
80,4,84,0,-28,0,4,112,108,5
76,0,80,-6,-42,-9,4,124,120,5
105,-2,106,-4,70,0,1,36,34,5
81,0,85,-5,-22,0,4,108,104,5
79,-10,83,-5,-100,-1990,4,184,180,5
80,-2,84,0,-14,-6,4,99,96,5
102,2,104,2,72,12,1,31,30,5
105,0,106,3,70,0,2,36,34,5
84,1,86,0,-2,0,3,89,86,5
107,1,108,0,70,0,1,38,38,5
79,0,83,0,-42,-48,4,127,124,5
79,-1,84,0,-40,14,4,125,120,5
79,0,83,0,-28,31,4,112,108,5
79,3,83,0,-46,0,4,130,126,5
85,0,88,-88,0,0,3,88,84,5
81,0,85,0,-42,-26,4,129,124,5
82,0,85,0,-10,-29,3,95,92,5
83,0,87,0,-40,4,4,128,124,5
82,1,86,0,-10,5,3,96,92,5
85,0,88,-1,6,-4,3,83,80,5
80,-4,84,0,-28,0,4,112,108,5
79,0,83,-4,-46,0,4,129,126,5
82,5,86,5,-2,0,3,88,84,5
82,1,86,0,-22,6,4,109,106,5
102,2,103,8,70,-21,1,33,32,5
77,2,82,5,-42,-18,5,126,122,5
101,0,102,0,72,17,1,29,28,5
83,0,86,0,-4,22,3,92,88,5
81,2,84,0,-14,-13,3,100,96,5
78,0,82,-3,-46,0,4,128,124,5
80,1,84,4,-40,6,5,126,122,5
79,-5,83,0,-46,0,5,130,126,5
102,0,103,0,72,23,1,31,30,5
85,0,88,0,6,9,3,83,80,5
102,0,102,-5,70,-7,1,33,32,5
80,-2,84,0,-36,0,5,121,116,5
104,3,105,3,72,4,1,33,32,5
85,0,89,0,6,22,4,84,80,5
73,9,77,13,-42,-8,4,121,116,5
85,0,88,0,6,20,3,83,80,5
76,5,80,0,-42,0,4,124,120,5
78,2,83,3,-40,16,4,124,120,5
84,3,88,0,6,0,4,83,80,5
85,1,88,0,-2,-7,3,91,88,5
107,-1,108,0,72,13,1,36,34,5
79,4,83,0,-28,0,4,112,108,5
85,1,88,0,6,6,3,83,80,5
86,2,89,0,8,3,3,81,78,5
83,0,87,0,-40,6,4,128,124,5
84,2,86,-3,-4,0,3,92,88,5
103,3,104,0,70,0,1,34,34,5
82,0,86,0,-40,7,5,128,124,5
81,4,86,1,-40,5,4,127,122,5
83,0,86,-3,-4,8,3,92,88,5
82,0,86,-2,-40,5,4,128,124,5
102,4,104,4,70,-20,1,34,32,5
84,-4,88,0,6,0,4,83,80,5
77,0,81,0,-40,15,4,123,118,5
80,0,84,0,-32,8,4,117,114,5
105,8,106,3,70,-26,1,36,34,5
78,1,81,0,-40,222,4,123,120,5
83,0,86,1,-2,0,4,89,86,5
83,0,87,7,-4,1,4,92,88,5
80,0,84,0,-24,0,4,110,106,5
81,-1,86,0,-22,13,4,109,104,5
81,0,85,4,-12,0,4,98,94,5
78,0,83,4,-46,0,4,129,124,5
77,0,81,3,-40,0,4,123,118,5
78,3,82,2,-40,18,4,123,120,5
85,2,88,0,2,0,3,86,82,5
82,1,86,0,-10,3,3,96,92,5
84,0,87,3,-2,0,3,90,86,5
102,-2,103,0,70,-10,1,33,32,5
83,0,86,-2,-4,4,3,92,88,5
81,0,84,0,-14,-17,4,100,96,5
81,1,84,0,-14,-22,3,100,96,5
102,0,103,5,70,-1,1,33,32,5
85,0,88,-4,6,0,3,83,80,5
105,0,106,-3,72,7,1,34,34,5
55,0,29,-674,-22,-1,-26,52,78,5
80,0,84,2,-20,0,4,105,100,5
84,0,88,0,0,4,3,88,84,5
79,0,83,0,-38,6,4,122,118,5
80,0,84,0,-32,2,4,117,114,5
80,0,84,0,-24,6,4,110,106,5
85,0,89,0,2,-1,4,86,82,5
82,0,86,0,-12,-2,3,99,96,5
85,-13,89,0,8,0,4,81,78,5
108,2,109,1,72,3,1,36,36,5
80,0,84,0,-40,23,4,125,122,5
84,5,87,0,-2,0,3,90,86,5
81,3,84,0,-14,0,3,100,96,5
84,0,88,0,6,-2,4,83,78,5
71,6,75,0,-42,-9,3,119,116,5
82,0,86,0,-4,-16,3,91,88,5
101,3,102,0,72,15,1,29,28,5
107,0,108,0,70,0,1,38,36,5
81,0,86,2,-22,0,4,109,104,5
78,2,81,0,-40,0,4,123,120,5
105,0,107,-2,70,-2,1,37,36,5
102,4,104,3,70,-1,1,34,32,5
84,-2,88,0,6,0,4,83,78,5
80,2,84,0,-42,0,4,128,124,5
87,0,89,0,8,0,2,81,78,5
101,0,102,1,72,19,1,30,28,5
105,4,106,3,70,0,1,36,36,5
105,-2,106,0,70,0,2,36,34,5
76,3,81,0,-42,0,4,125,120,5
81,-3,85,0,-10,0,4,95,92,5
103,4,104,2,70,0,1,35,34,5
81,0,84,0,-22,-12,4,108,104,5
102,0,103,3,70,-7,1,33,32,5
85,1,88,2,-2,0,3,91,88,5
79,0,83,1,-40,14,5,125,120,5
105,3328,86,-2,46,0,-19,39,58,5
79,0,83,0,-46,-4,4,130,126,5
85,0,88,0,2,24,3,86,82,5
80,1,84,0,-28,-6,4,112,108,5
81,0,84,0,-20,-20,4,105,102,5
85,0,88,1,6,3,3,83,80,5
106,0,108,8,70,0,2,38,36,5
85,0,88,0,2,21,3,86,82,5
79,0,83,7,-46,0,5,130,126,5
123,213,105,0,36,-2,-18,69,86,5
105,4,106,1,70,0,1,36,36,5
107,0,108,5,70,0,1,38,36,5
81,0,84,0,-18,20,4,103,98,5
106,1,107,0,70,0,1,37,36,5
104,-1,105,0,70,-17,1,35,34,5
80,5,84,0,-28,-16,4,112,108,5
76,2,80,0,-42,0,4,124,120,5
